Treatment,Well,Replicate,InitialTime,Minutes,FinalTime,Location,DistanceMoved,Label
Vehicle,Trial     2,C3,0:43:00,43,0:44:00,Arena,112.335,Dark3
Vehicle,Trial     2,C3,0:44:00,44,0:45:00,Arena,196.891,Dark3
Vehicle,Trial     3,A2,0:05:00,5,0:06:00,Arena,42.1579,Dark1
Vehicle,Trial     3,A2,0:06:00,6,0:07:00,Arena,111.083,Dark1
Vehicle,Trial     3,A2,0:07:00,7,0:08:00,Arena,64.744,Dark1
Vehicle,Trial     3,A2,0:08:00,8,0:09:00,Arena,61.7655,Dark1
Vehicle,Trial     3,A2,0:09:00,9,0:10:00,Arena,84.4228,Dark1
Vehicle,Trial     3,A2,0:10:00,10,0:11:00,Arena,96.8863,Dark1
Vehicle,Trial     3,A2,0:11:00,11,0:12:00,Arena,100.149,Dark1
Vehicle,Trial     3,A2,0:12:00,12,0:13:00,Arena,42.4103,Dark1
Vehicle,Trial     3,A2,0:13:00,13,0:14:00,Arena,65.3929,Dark1
Vehicle,Trial     3,A2,0:14:00,14,0:15:00,Arena,62.334,Dark1
Vehicle,Trial     3,A2,0:15:00,15,0:16:00,Arena,57.936,Light1
Vehicle,Trial     3,A2,0:20:00,20,0:21:00,Arena,18.4749,Dark2
Vehicle,Trial     3,A2,0:21:00,21,0:22:00,Arena,55.5977,Dark2
Vehicle,Trial     3,A2,0:22:00,22,0:23:00,Arena,46.2548,Dark2
Vehicle,Trial     3,A2,0:23:00,23,0:24:00,Arena,43.5819,Dark2
Vehicle,Trial     3,A2,0:24:00,24,0:25:00,Arena,72.4463,Dark2
Vehicle,Trial     3,A2,0:25:00,25,0:26:00,Arena,102.56,Dark2
Vehicle,Trial     3,A2,0:26:00,26,0:27:00,Arena,62.4368,Dark2
Vehicle,Trial     3,A2,0:27:00,27,0:28:00,Arena,43.7516,Dark2
Vehicle,Trial     3,A2,0:28:00,28,0:29:00,Arena,43.5328,Dark2
Vehicle,Trial     3,A2,0:29:00,29,0:30:00,Arena,36.9147,Dark2
Vehicle,Trial     3,A2,0:30:00,30,0:31:00,Arena,107.604,Light2
Vehicle,Trial     3,A2,0:31:00,31,0:32:00,Arena,42.1612,Light2
Vehicle,Trial     3,A2,0:32:00,32,0:33:00,Arena,45.6009,Light2
Vehicle,Trial     3,A2,0:33:00,33,0:34:00,Arena,58.3743,Light2
Vehicle,Trial     3,A2,0:34:00,34,0:35:00,Arena,36.0696,Light2
Vehicle,Trial     3,A2,0:35:00,35,0:36:00,Arena,88.0989,Dark3
Vehicle,Trial     3,A2,0:36:00,36,0:37:00,Arena,28.2217,Dark3
Vehicle,Trial     3,A2,0:37:00,37,0:38:00,Arena,25.5719,Dark3
Vehicle,Trial     3,A2,0:38:00,38,0:39:00,Arena,31.9049,Dark3
Vehicle,Trial     3,A2,0:39:00,39,0:40:00,Arena,50.6777,Dark3
Vehicle,Trial     3,A2,0:40:00,40,0:41:00,Arena,161.692,Dark3
Vehicle,Trial     3,A2,0:41:00,41,0:42:00,Arena,150.809,Dark3
Vehicle,Trial     3,A2,0:42:00,42,0:43:00,Arena,144.431,Dark3
Vehicle,Trial     3,A2,0:43:00,43,0:44:00,Arena,144.429,Dark3
Vehicle,Trial     3,A2,0:44:00,44,0:45:00,Arena,133.109,Dark3
Vehicle,Trial     3,B3,0:05:00,5,0:06:00,Arena,75.9673,Dark1
Vehicle,Trial     3,B3,0:06:00,6,0:07:00,Arena,67.3042,Dark1
Vehicle,Trial     3,B3,0:07:00,7,0:08:00,Arena,146.721,Dark1
Vehicle,Trial     3,B3,0:08:00,8,0:09:00,Arena,126.116,Dark1
Vehicle,Trial     3,B3,0:09:00,9,0:10:00,Arena,149.248,Dark1
Vehicle,Trial     3,B3,0:10:00,10,0:11:00,Arena,108.344,Dark1
Vehicle,Trial     3,B3,0:11:00,11,0:12:00,Arena,52.2034,Dark1
Vehicle,Trial     3,B3,0:12:00,12,0:13:00,Arena,84.3219,Dark1
Vehicle,Trial     3,B3,0:13:00,13,0:14:00,Arena,52.9643,Dark1
Vehicle,Trial     3,B3,0:14:00,14,0:15:00,Arena,127.01,Dark1
Vehicle,Trial     3,B3,0:15:00,15,0:16:00,Arena,867.605,Light1
Vehicle,Trial     3,B3,0:16:00,16,0:17:00,Arena,538.845,Light1
Vehicle,Trial     3,B3,0:17:00,17,0:18:00,Arena,554.32,Light1
Vehicle,Trial     3,B3,0:18:00,18,0:19:00,Arena,457.002,Light1
Vehicle,Trial     3,B3,0:19:00,19,0:20:00,Arena,261.231,Light1
Vehicle,Trial     3,B3,0:20:00,20,0:21:00,Arena,175.587,Dark2
Vehicle,Trial     3,B3,0:21:00,21,0:22:00,Arena,175.097,Dark2
Vehicle,Trial     3,B3,0:22:00,22,0:23:00,Arena,170.742,Dark2
Vehicle,Trial     3,B3,0:23:00,23,0:24:00,Arena,223.385,Dark2
Vehicle,Trial     3,B3,0:24:00,24,0:25:00,Arena,193.625,Dark2
Vehicle,Trial     3,B3,0:25:00,25,0:26:00,Arena,207.118,Dark2
Vehicle,Trial     3,B3,0:26:00,26,0:27:00,Arena,197.548,Dark2
Vehicle,Trial     3,B3,0:27:00,27,0:28:00,Arena,110.222,Dark2
Vehicle,Trial     3,B3,0:28:00,28,0:29:00,Arena,145.731,Dark2
Vehicle,Trial     3,B3,0:29:00,29,0:30:00,Arena,169.904,Dark2
Vehicle,Trial     3,B3,0:30:00,30,0:31:00,Arena,580.697,Light2
Vehicle,Trial     3,B3,0:31:00,31,0:32:00,Arena,196.609,Light2
Vehicle,Trial     3,B3,0:32:00,32,0:33:00,Arena,376.77,Light2
Vehicle,Trial     3,B3,0:33:00,33,0:34:00,Arena,386.862,Light2
Vehicle,Trial     3,B3,0:34:00,34,0:35:00,Arena,203.595,Light2
Vehicle,Trial     3,B3,0:35:00,35,0:36:00,Arena,175.466,Dark3
Vehicle,Trial     3,B3,0:36:00,36,0:37:00,Arena,116.262,Dark3
Vehicle,Trial     3,B3,0:37:00,37,0:38:00,Arena,74.2025,Dark3
Vehicle,Trial     3,B3,0:38:00,38,0:39:00,Arena,90.3291,Dark3
Vehicle,Trial     3,B3,0:39:00,39,0:40:00,Arena,179.383,Dark3
Vehicle,Trial     3,B3,0:40:00,40,0:41:00,Arena,118.617,Dark3
Vehicle,Trial     3,B3,0:41:00,41,0:42:00,Arena,189.927,Dark3
Vehicle,Trial     3,B3,0:42:00,42,0:43:00,Arena,174.966,Dark3
Vehicle,Trial     3,B3,0:43:00,43,0:44:00,Arena,231.773,Dark3
Vehicle,Trial     3,B3,0:44:00,44,0:45:00,Arena,250.339,Dark3
Vehicle,Trial     4,B1,0:08:00,8,0:09:00,Arena,0.40742,Dark1
Vehicle,Trial     4,B1,0:10:00,10,0:11:00,Arena,0.0222423,Dark1
Vehicle,Trial     4,B1,0:11:00,11,0:12:00,Arena,225.282,Dark1
Vehicle,Trial     4,B1,0:12:00,12,0:13:00,Arena,151.93,Dark1
Vehicle,Trial     4,B1,0:15:00,15,0:16:00,Arena,526.187,Light1
Vehicle,Trial     4,B1,0:16:00,16,0:17:00,Arena,117.327,Light1
Vehicle,Trial     4,B1,0:17:00,17,0:18:00,Arena,133.081,Light1
Vehicle,Trial     4,B1,0:18:00,18,0:19:00,Arena,121.683,Light1
Vehicle,Trial     4,B1,0:19:00,19,0:20:00,Arena,114.339,Light1
Vehicle,Trial     4,B1,0:20:00,20,0:21:00,Arena,29.5037,Dark2
Vehicle,Trial     4,B1,0:21:00,21,0:22:00,Arena,269.913,Dark2
Vehicle,Trial     4,B1,0:22:00,22,0:23:00,Arena,267.527,Dark2
Vehicle,Trial     4,B1,0:23:00,23,0:24:00,Arena,305.62,Dark2
Vehicle,Trial     4,B1,0:30:00,30,0:31:00,Arena,304.814,Light2
Vehicle,Trial     4,B1,0:31:00,31,0:32:00,Arena,143.836,Light2
Vehicle,Trial     4,B1,0:32:00,32,0:33:00,Arena,110.181,Light2
Vehicle,Trial     4,B1,0:33:00,33,0:34:00,Arena,55.8579,Light2
Vehicle,Trial     4,B1,0:34:00,34,0:35:00,Arena,80.8043,Light2
Vehicle,Trial     4,B1,0:35:00,35,0:36:00,Arena,72.1223,Dark3
Vehicle,Trial     4,B1,0:36:00,36,0:37:00,Arena,60.0095,Dark3
Vehicle,Trial     4,B1,0:37:00,37,0:38:00,Arena,60.6551,Dark3
Vehicle,Trial     4,B1,0:38:00,38,0:39:00,Arena,57.6218,Dark3
Vehicle,Trial     4,B1,0:39:00,39,0:40:00,Arena,63.4762,Dark3
Vehicle,Trial     4,B1,0:40:00,40,0:41:00,Arena,59.6372,Dark3
Vehicle,Trial     4,B1,0:41:00,41,0:42:00,Arena,68.6164,Dark3
Vehicle,Trial     4,B1,0:42:00,42,0:43:00,Arena,82.466,Dark3
Vehicle,Trial     4,B1,0:43:00,43,0:44:00,Arena,69.2709,Dark3
Vehicle,Trial     4,B1,0:44:00,44,0:45:00,Arena,53.1725,Dark3
Vehicle,Trial     5,B1,0:05:00,5,0:06:00,Arena,23.7416,Dark1
Vehicle,Trial     5,B1,0:06:00,6,0:07:00,Arena,0.295167,Dark1
Vehicle,Trial     5,B1,0:07:00,7,0:08:00,Arena,8.2121,Dark1
Vehicle,Trial     5,B1,0:08:00,8,0:09:00,Arena,178.163,Dark1
Vehicle,Trial     5,B1,0:09:00,9,0:10:00,Arena,155.004,Dark1
Vehicle,Trial     5,B1,0:10:00,10,0:11:00,Arena,229.929,Dark1
Vehicle,Trial     5,B1,0:11:00,11,0:12:00,Arena,241.318,Dark1
Vehicle,Trial     5,B1,0:12:00,12,0:13:00,Arena,172.867,Dark1
Vehicle,Trial     5,B1,0:13:00,13,0:14:00,Arena,186.479,Dark1
Vehicle,Trial     5,B1,0:14:00,14,0:15:00,Arena,161.312,Dark1
Vehicle,Trial     5,B1,0:15:00,15,0:16:00,Arena,703.653,Light1
Vehicle,Trial     5,B1,0:16:00,16,0:17:00,Arena,578.297,Light1
Vehicle,Trial     5,B1,0:17:00,17,0:18:00,Arena,582.128,Light1
Vehicle,Trial     5,B1,0:18:00,18,0:19:00,Arena,603.017,Light1
Vehicle,Trial     5,B1,0:19:00,19,0:20:00,Arena,600.553,Light1
Vehicle,Trial     5,B1,0:20:00,20,0:21:00,Arena,202.859,Dark2
Vehicle,Trial     5,B1,0:21:00,21,0:22:00,Arena,101.633,Dark2
Vehicle,Trial     5,B1,0:22:00,22,0:23:00,Arena,132.43,Dark2
Vehicle,Trial     5,B1,0:23:00,23,0:24:00,Arena,115.811,Dark2
Vehicle,Trial     5,B1,0:24:00,24,0:25:00,Arena,185.305,Dark2
Vehicle,Trial     5,B1,0:25:00,25,0:26:00,Arena,98.0057,Dark2
Vehicle,Trial     5,B1,0:26:00,26,0:27:00,Arena,123.401,Dark2
Vehicle,Trial     5,B1,0:27:00,27,0:28:00,Arena,147.472,Dark2
Vehicle,Trial     5,B1,0:28:00,28,0:29:00,Arena,105.766,Dark2
Vehicle,Trial     5,B1,0:29:00,29,0:30:00,Arena,23.6646,Dark2
Vehicle,Trial     5,B1,0:30:00,30,0:31:00,Arena,685.912,Light2
Vehicle,Trial     5,B1,0:31:00,31,0:32:00,Arena,581.091,Light2
Vehicle,Trial     5,B1,0:32:00,32,0:33:00,Arena,630.465,Light2
Vehicle,Trial     5,B1,0:33:00,33,0:34:00,Arena,514.6,Light2
Vehicle,Trial     5,B1,0:34:00,34,0:35:00,Arena,555.401,Light2
Vehicle,Trial     5,B1,0:35:00,35,0:36:00,Arena,145.485,Dark3
Vehicle,Trial     5,B1,0:36:00,36,0:37:00,Arena,187.949,Dark3
Vehicle,Trial     5,B1,0:37:00,37,0:38:00,Arena,171.824,Dark3
Vehicle,Trial     5,B1,0:38:00,38,0:39:00,Arena,81.8233,Dark3
Vehicle,Trial     5,B1,0:39:00,39,0:40:00,Arena,109.133,Dark3
Vehicle,Trial     5,B1,0:40:00,40,0:41:00,Arena,111.772,Dark3
Vehicle,Trial     5,B1,0:41:00,41,0:42:00,Arena,137.194,Dark3
Vehicle,Trial     5,B1,0:42:00,42,0:43:00,Arena,129.023,Dark3
Vehicle,Trial     5,B1,0:43:00,43,0:44:00,Arena,131.682,Dark3
Vehicle,Trial     5,B1,0:44:00,44,0:45:00,Arena,107.843,Dark3
Vehicle,Trial     5,B2,0:05:00,5,0:06:00,Arena,40.7799,Dark1
Vehicle,Trial     5,B2,0:06:00,6,0:07:00,Arena,55.6598,Dark1
Vehicle,Trial     5,B2,0:07:00,7,0:08:00,Arena,53.5034,Dark1
Vehicle,Trial     5,B2,0:08:00,8,0:09:00,Arena,89.1244,Dark1
Vehicle,Trial     5,B2,0:09:00,9,0:10:00,Arena,55.0165,Dark1
Vehicle,Trial     5,B2,0:10:00,10,0:11:00,Arena,128.52,Dark1
Vehicle,Trial     5,B2,0:11:00,11,0:12:00,Arena,46.8617,Dark1
Vehicle,Trial     5,B2,0:12:00,12,0:13:00,Arena,113.507,Dark1
Vehicle,Trial     5,B2,0:13:00,13,0:14:00,Arena,97.2076,Dark1
Vehicle,Trial     5,B2,0:14:00,14,0:15:00,Arena,120.817,Dark1
Vehicle,Trial     5,B2,0:15:00,15,0:16:00,Arena,212.127,Light1
Vehicle,Trial     5,B2,0:16:00,16,0:17:00,Arena,167.584,Light1
Vehicle,Trial     5,B2,0:17:00,17,0:18:00,Arena,181.617,Light1
Vehicle,Trial     5,B2,0:18:00,18,0:19:00,Arena,152.485,Light1
Vehicle,Trial     5,B2,0:19:00,19,0:20:00,Arena,238.528,Light1
Vehicle,Trial     5,B2,0:20:00,20,0:21:00,Arena,232.251,Dark2
Vehicle,Trial     5,B2,0:21:00,21,0:22:00,Arena,152.004,Dark2
Vehicle,Trial     5,B2,0:22:00,22,0:23:00,Arena,108.735,Dark2
Vehicle,Trial     5,B2,0:23:00,23,0:24:00,Arena,51.6875,Dark2
Vehicle,Trial     5,B2,0:24:00,24,0:25:00,Arena,102.091,Dark2
Vehicle,Trial     5,B2,0:25:00,25,0:26:00,Arena,162.871,Dark2
Vehicle,Trial     5,B2,0:26:00,26,0:27:00,Arena,72.2291,Dark2
Vehicle,Trial     5,B2,0:27:00,27,0:28:00,Arena,100.235,Dark2
Vehicle,Trial     5,B2,0:28:00,28,0:29:00,Arena,97.8784,Dark2
Vehicle,Trial     5,B2,0:29:00,29,0:30:00,Arena,154.837,Dark2
Vehicle,Trial     5,B2,0:30:00,30,0:31:00,Arena,141.092,Light2
Vehicle,Trial     5,B2,0:31:00,31,0:32:00,Arena,43.9495,Light2
Vehicle,Trial     5,B2,0:32:00,32,0:33:00,Arena,49.0167,Light2
Vehicle,Trial     5,B2,0:33:00,33,0:34:00,Arena,55.3812,Light2
Vehicle,Trial     5,B2,0:34:00,34,0:35:00,Arena,63.1741,Light2
Vehicle,Trial     5,B2,0:35:00,35,0:36:00,Arena,94.7934,Dark3
Vehicle,Trial     5,B2,0:36:00,36,0:37:00,Arena,83.9759,Dark3
Vehicle,Trial     5,B2,0:37:00,37,0:38:00,Arena,77.8688,Dark3
Vehicle,Trial     5,B2,0:38:00,38,0:39:00,Arena,71.9044,Dark3
Vehicle,Trial     5,B2,0:39:00,39,0:40:00,Arena,65.651,Dark3
Vehicle,Trial     5,B2,0:40:00,40,0:41:00,Arena,57.2342,Dark3
Vehicle,Trial     5,B2,0:41:00,41,0:42:00,Arena,37.5576,Dark3
Vehicle,Trial     5,B2,0:42:00,42,0:43:00,Arena,36.9669,Dark3
Vehicle,Trial     5,B2,0:43:00,43,0:44:00,Arena,37.5277,Dark3
Vehicle,Trial     5,B2,0:44:00,44,0:45:00,Arena,38.39,Dark3
Vehicle,Trial     5,B4,0:05:00,5,0:06:00,Arena,133.465,Dark1
Vehicle,Trial     5,B4,0:06:00,6,0:07:00,Arena,113.087,Dark1
Vehicle,Trial     5,B4,0:07:00,7,0:08:00,Arena,100.093,Dark1
Vehicle,Trial     5,B4,0:08:00,8,0:09:00,Arena,117.691,Dark1
Vehicle,Trial     5,B4,0:09:00,9,0:10:00,Arena,57.3207,Dark1
Vehicle,Trial     5,B4,0:10:00,10,0:11:00,Arena,106.598,Dark1
Vehicle,Trial     5,B4,0:11:00,11,0:12:00,Arena,116.573,Dark1
Vehicle,Trial     5,B4,0:12:00,12,0:13:00,Arena,83.8593,Dark1
Vehicle,Trial     5,B4,0:13:00,13,0:14:00,Arena,212.031,Dark1
Vehicle,Trial     5,B4,0:14:00,14,0:15:00,Arena,229.564,Dark1
Vehicle,Trial     5,B4,0:15:00,15,0:16:00,Arena,677.07,Light1
Vehicle,Trial     5,B4,0:16:00,16,0:17:00,Arena,537.327,Light1
Vehicle,Trial     5,B4,0:17:00,17,0:18:00,Arena,498.562,Light1
Vehicle,Trial     5,B4,0:18:00,18,0:19:00,Arena,547.036,Light1
Vehicle,Trial     5,B4,0:19:00,19,0:20:00,Arena,538.278,Light1
Vehicle,Trial     5,B4,0:20:00,20,0:21:00,Arena,248.407,Dark2
Vehicle,Trial     5,B4,0:21:00,21,0:22:00,Arena,111.745,Dark2
Vehicle,Trial     5,B4,0:22:00,22,0:23:00,Arena,92.7416,Dark2
Vehicle,Trial     5,B4,0:23:00,23,0:24:00,Arena,117.865,Dark2
Vehicle,Trial     5,B4,0:24:00,24,0:25:00,Arena,115.34,Dark2
Vehicle,Trial     5,B4,0:25:00,25,0:26:00,Arena,118.1,Dark2
Vehicle,Trial     5,B4,0:26:00,26,0:27:00,Arena,109.001,Dark2
Vehicle,Trial     5,B4,0:27:00,27,0:28:00,Arena,92.224,Dark2
Vehicle,Trial     5,B4,0:28:00,28,0:29:00,Arena,99.6324,Dark2
Vehicle,Trial     5,B4,0:29:00,29,0:30:00,Arena,109.85,Dark2
Vehicle,Trial     5,B4,0:30:00,30,0:31:00,Arena,509.624,Light2
Vehicle,Trial     5,B4,0:31:00,31,0:32:00,Arena,521.689,Light2
Vehicle,Trial     5,B4,0:32:00,32,0:33:00,Arena,531.118,Light2
Vehicle,Trial     5,B4,0:33:00,33,0:34:00,Arena,485.15,Light2
Vehicle,Trial     5,B4,0:34:00,34,0:35:00,Arena,490.175,Light2
Vehicle,Trial     5,B4,0:35:00,35,0:36:00,Arena,230.042,Dark3
Vehicle,Trial     5,B4,0:36:00,36,0:37:00,Arena,138.939,Dark3
Vehicle,Trial     5,B4,0:37:00,37,0:38:00,Arena,69.7503,Dark3
Vehicle,Trial     5,B4,0:38:00,38,0:39:00,Arena,115.351,Dark3
Vehicle,Trial     5,B4,0:39:00,39,0:40:00,Arena,165.997,Dark3
Vehicle,Trial     5,B4,0:40:00,40,0:41:00,Arena,179.965,Dark3
Vehicle,Trial     5,B4,0:41:00,41,0:42:00,Arena,101.37,Dark3
Vehicle,Trial     5,B4,0:42:00,42,0:43:00,Arena,125.755,Dark3
Vehicle,Trial     5,B4,0:43:00,43,0:44:00,Arena,110.147,Dark3
Vehicle,Trial     5,B4,0:44:00,44,0:45:00,Arena,70.5061,Dark3
Vehicle,Trial     6,A3,0:05:00,5,0:06:00,Arena,153.866,Dark1
Vehicle,Trial     6,A3,0:06:00,6,0:07:00,Arena,160.826,Dark1
Vehicle,Trial     6,A3,0:07:00,7,0:08:00,Arena,178.478,Dark1
Vehicle,Trial     6,A3,0:08:00,8,0:09:00,Arena,119.642,Dark1
Vehicle,Trial     6,A3,0:09:00,9,0:10:00,Arena,135.27,Dark1
Vehicle,Trial     6,A3,0:10:00,10,0:11:00,Arena,151.187,Dark1
Vehicle,Trial     6,A3,0:11:00,11,0:12:00,Arena,144.138,Dark1
Vehicle,Trial     6,A3,0:12:00,12,0:13:00,Arena,166.015,Dark1
Vehicle,Trial     6,A3,0:13:00,13,0:14:00,Arena,160.242,Dark1
Vehicle,Trial     6,A3,0:14:00,14,0:15:00,Arena,110.637,Dark1
Vehicle,Trial     6,A3,0:15:00,15,0:16:00,Arena,791.518,Light1
Vehicle,Trial     6,A3,0:16:00,16,0:17:00,Arena,657.393,Light1
Vehicle,Trial     6,A3,0:17:00,17,0:18:00,Arena,588.121,Light1
Vehicle,Trial     6,A3,0:18:00,18,0:19:00,Arena,574.614,Light1
Vehicle,Trial     6,A3,0:19:00,19,0:20:00,Arena,585.032,Light1
Vehicle,Trial     6,A3,0:20:00,20,0:21:00,Arena,303.16,Dark2
Vehicle,Trial     6,A3,0:21:00,21,0:22:00,Arena,242.943,Dark2
Vehicle,Trial     6,A3,0:22:00,22,0:23:00,Arena,167.809,Dark2
Vehicle,Trial     6,A3,0:23:00,23,0:24:00,Arena,89.0016,Dark2
Vehicle,Trial     6,A3,0:24:00,24,0:25:00,Arena,90.5538,Dark2
Vehicle,Trial     6,A3,0:25:00,25,0:26:00,Arena,97.4603,Dark2
Vehicle,Trial     6,A3,0:26:00,26,0:27:00,Arena,101.438,Dark2
Vehicle,Trial     6,A3,0:27:00,27,0:28:00,Arena,126.613,Dark2
Vehicle,Trial     6,A3,0:28:00,28,0:29:00,Arena,76.481,Dark2
Vehicle,Trial     6,A3,0:29:00,29,0:30:00,Arena,88.4449,Dark2
Vehicle,Trial     6,A3,0:30:00,30,0:31:00,Arena,538.256,Light2
Vehicle,Trial     6,A3,0:31:00,31,0:32:00,Arena,600.223,Light2
Vehicle,Trial     6,A3,0:32:00,32,0:33:00,Arena,665.947,Light2
Vehicle,Trial     6,A3,0:33:00,33,0:34:00,Arena,667.355,Light2
Vehicle,Trial     6,A3,0:34:00,34,0:35:00,Arena,613.067,Light2
Vehicle,Trial     6,A3,0:35:00,35,0:36:00,Arena,293.12,Dark3
Vehicle,Trial     6,A3,0:36:00,36,0:37:00,Arena,141.68,Dark3
Vehicle,Trial     6,A3,0:37:00,37,0:38:00,Arena,139.908,Dark3
Vehicle,Trial     6,A3,0:38:00,38,0:39:00,Arena,141.838,Dark3
Vehicle,Trial     6,A3,0:39:00,39,0:40:00,Arena,160.619,Dark3
Vehicle,Trial     6,A3,0:40:00,40,0:41:00,Arena,159.923,Dark3
Vehicle,Trial     6,A3,0:41:00,41,0:42:00,Arena,160.685,Dark3
Vehicle,Trial     6,A3,0:42:00,42,0:43:00,Arena,157.595,Dark3
Vehicle,Trial     6,A3,0:43:00,43,0:44:00,Arena,297.85,Dark3
Vehicle,Trial     6,A3,0:44:00,44,0:45:00,Arena,195.551,Dark3
Vehicle,Trial     6,C1,0:05:00,5,0:06:00,Arena,243.303,Dark1
Vehicle,Trial     6,C1,0:06:00,6,0:07:00,Arena,219.088,Dark1
Vehicle,Trial     6,C1,0:07:00,7,0:08:00,Arena,306.18,Dark1
Vehicle,Trial     6,C1,0:08:00,8,0:09:00,Arena,189.984,Dark1
Vehicle,Trial     6,C1,0:09:00,9,0:10:00,Arena,202.434,Dark1
Vehicle,Trial     6,C1,0:10:00,10,0:11:00,Arena,135.737,Dark1
Vehicle,Trial     6,C1,0:11:00,11,0:12:00,Arena,313.787,Dark1
Vehicle,Trial     6,C1,0:12:00,12,0:13:00,Arena,259.329,Dark1
Vehicle,Trial     6,C1,0:13:00,13,0:14:00,Arena,154.439,Dark1
Vehicle,Trial     6,C1,0:14:00,14,0:15:00,Arena,186.674,Dark1
Vehicle,Trial     6,C1,0:15:00,15,0:16:00,Arena,847.437,Light1
Vehicle,Trial     6,C1,0:16:00,16,0:17:00,Arena,654.428,Light1
Vehicle,Trial     6,C1,0:17:00,17,0:18:00,Arena,700.27,Light1
Vehicle,Trial     6,C1,0:18:00,18,0:19:00,Arena,716.567,Light1
Vehicle,Trial     6,C1,0:19:00,19,0:20:00,Arena,658.464,Light1
Vehicle,Trial     6,C1,0:20:00,20,0:21:00,Arena,382.362,Dark2
Vehicle,Trial     6,C1,0:21:00,21,0:22:00,Arena,346.089,Dark2
Vehicle,Trial     6,C1,0:22:00,22,0:23:00,Arena,315.914,Dark2
Vehicle,Trial     6,C1,0:23:00,23,0:24:00,Arena,328.033,Dark2
Vehicle,Trial     6,C1,0:24:00,24,0:25:00,Arena,304.97,Dark2
Vehicle,Trial     6,C1,0:25:00,25,0:26:00,Arena,261.79,Dark2
Vehicle,Trial     6,C1,0:26:00,26,0:27:00,Arena,194.184,Dark2
Vehicle,Trial     6,C1,0:27:00,27,0:28:00,Arena,275.56,Dark2
Vehicle,Trial     6,C1,0:28:00,28,0:29:00,Arena,273.873,Dark2
Vehicle,Trial     6,C1,0:29:00,29,0:30:00,Arena,196.698,Dark2
Vehicle,Trial     6,C1,0:30:00,30,0:31:00,Arena,857.641,Light2
Vehicle,Trial     6,C1,0:31:00,31,0:32:00,Arena,652.84,Light2
Vehicle,Trial     6,C1,0:32:00,32,0:33:00,Arena,692.52,Light2
Vehicle,Trial     6,C1,0:33:00,33,0:34:00,Arena,645.221,Light2
Vehicle,Trial     6,C1,0:34:00,34,0:35:00,Arena,755.209,Light2
Vehicle,Trial     6,C1,0:35:00,35,0:36:00,Arena,465.739,Dark3
Vehicle,Trial     6,C1,0:36:00,36,0:37:00,Arena,250.474,Dark3
Vehicle,Trial     6,C1,0:37:00,37,0:38:00,Arena,289.909,Dark3
Vehicle,Trial     6,C1,0:38:00,38,0:39:00,Arena,289.173,Dark3
Vehicle,Trial     6,C1,0:39:00,39,0:40:00,Arena,226.035,Dark3
Vehicle,Trial     6,C1,0:40:00,40,0:41:00,Arena,270.64,Dark3
Vehicle,Trial     6,C1,0:41:00,41,0:42:00,Arena,311.102,Dark3
Vehicle,Trial     6,C1,0:42:00,42,0:43:00,Arena,343.762,Dark3
Vehicle,Trial     6,C1,0:43:00,43,0:44:00,Arena,251.791,Dark3
Vehicle,Trial     6,C1,0:44:00,44,0:45:00,Arena,220.963,Dark3
Vehicle,Trial     6,C2,0:05:00,5,0:06:00,Arena,122.233,Dark1
Vehicle,Trial     6,C2,0:06:00,6,0:07:00,Arena,147.901,Dark1
Vehicle,Trial     6,C2,0:07:00,7,0:08:00,Arena,106.604,Dark1
Vehicle,Trial     6,C2,0:08:00,8,0:09:00,Arena,127.403,Dark1
Vehicle,Trial     6,C2,0:09:00,9,0:10:00,Arena,132.521,Dark1
Vehicle,Trial     6,C2,0:10:00,10,0:11:00,Arena,142.26,Dark1
Vehicle,Trial     6,C2,0:11:00,11,0:12:00,Arena,128.379,Dark1
Vehicle,Trial     6,C2,0:12:00,12,0:13:00,Arena,145.134,Dark1
Vehicle,Trial     6,C2,0:13:00,13,0:14:00,Arena,178.078,Dark1
Vehicle,Trial     6,C2,0:14:00,14,0:15:00,Arena,132.118,Dark1
Vehicle,Trial     6,C2,0:15:00,15,0:16:00,Arena,652.518,Light1
Vehicle,Trial     6,C2,0:16:00,16,0:17:00,Arena,729.874,Light1
Vehicle,Trial     6,C2,0:17:00,17,0:18:00,Arena,672.456,Light1
Vehicle,Trial     6,C2,0:18:00,18,0:19:00,Arena,734.898,Light1
Vehicle,Trial     6,C2,0:19:00,19,0:20:00,Arena,739.547,Light1
Vehicle,Trial     6,C2,0:20:00,20,0:21:00,Arena,290.498,Dark2
Vehicle,Trial     6,C2,0:21:00,21,0:22:00,Arena,184.559,Dark2
Vehicle,Trial     6,C2,0:22:00,22,0:23:00,Arena,149.831,Dark2
Vehicle,Trial     6,C2,0:23:00,23,0:24:00,Arena,132.493,Dark2
Vehicle,Trial     6,C2,0:24:00,24,0:25:00,Arena,180.753,Dark2
Vehicle,Trial     6,C2,0:25:00,25,0:26:00,Arena,253.1,Dark2
Vehicle,Trial     6,C2,0:26:00,26,0:27:00,Arena,198.823,Dark2
Vehicle,Trial     6,C2,0:27:00,27,0:28:00,Arena,194.13,Dark2
Vehicle,Trial     6,C2,0:28:00,28,0:29:00,Arena,230.068,Dark2
Vehicle,Trial     6,C2,0:29:00,29,0:30:00,Arena,219.122,Dark2
Vehicle,Trial     6,C2,0:30:00,30,0:31:00,Arena,607.956,Light2
